Batch_ID,Product,Stage,Start_Time_Min,End_Time_Min,Duration_Min
Булочка для гамбургера большой с кунжутом_batch_2,Булочка для гамбургера большой с кунжутом,Смешивание,555,565,10
Булочка для гамбургера большой с кунжутом_batch_4,Булочка для гамбургера большой с кунжутом,Комбинирование,555,576,21
Семейный_batch_3,Семейный,Расстойка,555,580,25
Диета_batch_3,Диета,Выпекание,557,592,35
Семейный_batch_1,Семейный,Выпекание,559,576,17
Булочка для гамбургера большой с кунжутом_batch_1,Булочка для гамбургера большой с кунжутом,Формовка,563,574,11
Булочка для гамбургера большой с кунжутом_batch_2,Булочка для гамбургера большой с кунжутом,Формовка,565,576,11
Семейный_batch_2,Семейный,Выпекание,565,582,17
Диета_batch_1,Диета,Остывание,571,661,90
Диета_batch_2,Диета,Остывание,573,663,90
Семейный_batch_4,Семейный,Выпекание,573,590,17
Булочка для гамбургера большой с кунжутом_batch_1,Булочка для гамбургера большой с кунжутом,Расстойка,574,599,25
Булочка для гамбургера большой с кунжутом_batch_3,Булочка для гамбургера большой с кунжутом,Смешивание,574,584,10
Булочка для гамбургера большой с кунжутом_batch_5,Булочка для гамбургера большой с кунжутом,Комбинирование,574,595,21
Булочка для гамбургера большой с кунжутом_batch_2,Булочка для гамбургера большой с кунжутом,Расстойка,576,601,25
Булочка для гамбургера большой с кунжутом_batch_4,Булочка для гамбургера большой с кунжутом,Смешивание,576,586,10
Булочка для гамбургера большой с кунжутом_batch_6,Булочка для гамбургера большой с кунжутом,Комбинирование,576,597,21
Семейный_batch_1,Семейный,Остывание,576,636,60
Славянский_batch_1,Славянский,Выпекание,576,593,17
Диета_batch_4,Диета,Остывание,578,668,90
Зерновой Столичный_batch_1,Зерновой Столичный,Выпекание,578,595,17
Семейный_batch_3,Семейный,Выпекание,580,597,17
Семейный_batch_2,Семейный,Остывание,582,642,60
Булочка для гамбургера большой с кунжутом_batch_3,Булочка для гамбургера большой с кунжутом,Формовка,584,595,11
Булочка для гамбургера большой с кунжутом_batch_4,Булочка для гамбургера большой с кунжутом,Формовка,586,597,11
Семейный_batch_4,Семейный,Остывание,590,650,60
Диета_batch_3,Диета,Остывание,592,682,90
Славянский_batch_1,Славянский,Остывание,593,653,60
Булочка для гамбургера большой с кунжутом_batch_3,Булочка для гамбургера большой с кунжутом,Расстойка,595,620,25
Булочка для гамбургера большой с кунжутом_batch_5,Булочка для гамбургера большой с кунжутом,Смешивание,595,605,10
Булочка для гамбургера большой с кунжутом_batch_7,Булочка для гамбургера большой с кунжутом,Комбинирование,595,616,21
Зерновой Столичный_batch_1,Зерновой Столичный,Остывание,595,655,60
Булочка для гамбургера большой с кунжутом_batch_4,Булочка для гамбургера большой с кунжутом,Расстойка,597,622,25
